a,b,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
충청복권전문점,충남 천안시 서북구 성환2로 108,충남 천안시 서북구 성환2로 108,127.131607,36.8329913,도로중심좌표,44133,새주소,충청남도 천안시 서북구 성환2로 108,충청남도 천안시 서북구,NULL,,,,
대박복권마을,서울 영등포구 당산로 140,서울 영등포구 당산로 140,126.8971608,37.5271019,정좌표,1.15601E+18,새주소,서울특별시 영등포구 당산로 140,서울특별시 영등포구 당산동3가 209,7257,1156055000,당산1동,1156011300,당산동3가
당산로또명당점,서울 영등포구 양평로 52,서울 영등포구 양평로 52,126.9008738,37.5346601,정좌표,1.15601E+18,새주소,서울특별시 영등포구 양평로 52,서울특별시 영등포구 당산동6가 337-19,7222,1156056000,당산2동,1156011600,당산동6가
CU(포항오거리점),경북 포항시 북구  죽도로 33,경북 포항시 북구  죽도로 33,129.3646712,36.0338402,정좌표,4.71131E+18,새주소,경상북도 포항시 북구 죽도로 33,경상북도 포항시 북구 죽도동 42-17,37739,4711365500,죽도동,4711311600,죽도동
통일마트,서울 종로구 종로 19 르메이에르종로타운 110-1호,서울 종로구 종로 19 르메이에르종로타운 110-1호,126.9798436,37.5708427,정좌표,1.11101E+18,새주소,서울특별시 종로구 종로 19,서울특별시 종로구 종로1가 24,3157,1111061500,종로1.2.3.4가동,1111012600,종로1가
CU(망우점),서울 중랑구  망우로 410,서울 중랑구  망우로 410,127.0976193,37.5989771,정좌표,1.12601E+18,새주소,서울특별시 중랑구 망우로 410,서울특별시 중랑구 망우동 470-10,2164,1126065500,망우본동,1126010500,망우동
정다운복권 조이마트,인천 부평구 충선로 171 1층,인천 부평구 충선로 171 1층,126.7362914,37.5045412,정좌표,2.82371E+18,새주소,인천광역시 부평구 충선로 171,인천광역시 부평구 부개동 12-198,21351,2823766100,부개3동,2823710700,부개동
스마일로또복권,경기 평택시  탄현1로 104 104호,경기 평택시  탄현1로 104 104호,127.0538937,37.0691441,정좌표,4.12201E+18,새주소,경기도 평택시 탄현1로 104,경기도 평택시 서정동 548,17771,4122052000,서정동,4122010100,서정동
복드림로또판매점,충북 충주시 첨단산업9로 13 1충,충북 충주시 첨단산업9로 13 1충,127.8405604,36.9989605,정좌표,4.31303E+18,새주소,충청북도 충주시 대소원면 첨단산업9로 13,충청북도 충주시 대소원면 완오리 1121,27466,4313033500,대소원면,4313033530,대소원면 완오리
해태식품,서울 금천구 시흥대로50길 9,서울 금천구 시흥대로50길 9,126.9025901,37.4514379,정좌표,1.15451E+18,새주소,서울특별시 금천구 시흥대로50길 9,서울특별시 금천구 시흥동 890-15,8629,1154567000,시흥1동,1154510300,시흥동
프로통신,인천 남동구 구월로 366,인천 남동구 구월로 366,126.7312861,37.4547688,정좌표,2.82001E+18,새주소,인천광역시 남동구 구월로 366,인천광역시 남동구 만수동 948-3,21539,2820056000,만수1동,2820010300,만수동
알뜰슈퍼,경기 동두천시 평화로 2436-1 4/6,경기 동두천시 평화로 2436-1 4/6,127.0582657,37.9052578,정좌표,4.12501E+18,새주소,경기도 동두천시 평화로 2436-1,경기도 동두천시 생연동 450-27,11314,4125051000,생연1동,4125010300,생연동
1등 복권,경기 시흥시 배곧4로 32-27 105호,경기 시흥시 배곧4로 32-27 105호,126.7255968,37.3776868,정좌표,4.13901E+18,새주소,경기도 시흥시 배곧4로 32-27,경기도 시흥시 배곧동 131,15010,4139059600,배곧1동,4139013500,배곧동
세방매점,경북 경주시 산업로 4447 (용강동),경북 경주시 산업로 4447 (용강동),129.2264827,35.8767036,정좌표,4.71301E+18,새주소,경상북도 경주시 산업로 4447,경상북도 경주시 용강동 753-3,38071,4713061500,용강동,4713012500,용강동
정우빌딩,경남 진주시 평거로 38 세븐일레븐 내,경남 진주시 평거로 38 세븐일레븐 내,128.0648287,35.1735495,정좌표,4.81701E+18,새주소,경상남도 진주시 평거로 38,경상남도 진주시 평거동 770-12,52702,4817071000,평거동,4817012600,평거동
영일식품,서울 영등포구 당산로32길 10,서울 영등포구 당산로32길 10,126.8977507,37.5262244,정좌표,1.15601E+18,새주소,서울특별시 영등포구 당산로32길 10,서울특별시 영등포구 당산동3가 228-1,7257,1156055000,당산1동,1156011300,당산동3가
황금돼지로또,부산 수영구 광남로48번길 12 남천동,부산 수영구 광남로48번길 12 남천동,129.1124445,35.1463841,정좌표,2.65001E+18,새주소,부산광역시 수영구 광남로48번길 12,부산광역시 수영구 남천동 6-17,48304,2650067000,남천2동,2650010500,남천동
원흥로또 앤 픽미아이스,경기 고양시 덕양구 삼송로 12 102호,경기 고양시 덕양구 삼송로 12 102호,126.8755318,37.6496176,정좌표,4.12811E+18,새주소,경기도 고양시 덕양구 삼송로 12,경기도 고양시 덕양구 원흥동 629-1,10564,4128157700,삼송2동,4128110400,원흥동
GS25(수원매탄점),경기 수원시 영통구  인계로 239 성일프라자117호,경기 수원시 영통구  인계로 239 성일프라자117호,127.0438143,37.2651608,정좌표,4.11171E+18,새주소,경기도 수원시 영통구 인계로 239,경기도 수원시 영통구 매탄동 810-4,16537,4111754000,매탄4동,4111710100,매탄동
로또까페,인천 계양구 길마로 35 1층 102호,인천 계양구 길마로 35 1층 102호,126.7096336,37.5341218,정좌표,2.82451E+18,새주소,인천광역시 계양구 길마로 35,인천광역시 계양구 효성동 51-1,21093,2824560100,효성1동,2824510100,효성동
로또마당,충북 충주시 국원대로 356 1층 세븐일레븐,충북 충주시 국원대로 356 1층 세븐일레븐,127.9300232,37.0031923,정좌표,4.31301E+18,새주소,충청북도 충주시 국원대로 356,충청북도 충주시 목행동 33-12,27329,4313064000,목행.용탄동,4313011900,목행동
양산역씨유점,경남 양산시 양산역6길 3 112호 CU편의점,경남 양산시 양산역6길 3 112호 CU편의점,129.0265993,35.3377923,정좌표,4.83301E+18,새주소,경상남도 양산시 양산역6길 3,경상남도 양산시 중부동 685-8,50629,4833051500,양주동,4833010300,중부동
보성정보통신,서울 동대문구 장한로2길 24,서울 동대문구 장한로2길 24,127.0665094,37.5619186,정좌표,1.12301E+18,새주소,서울특별시 동대문구 장한로2길 24,서울특별시 동대문구 장안동 464-6,2645,1123065000,장안1동,1123010600,장안동
로또지물포,서울 마포구 방울내로 78,서울 마포구 방울내로 78,126.9041171,37.5604418,정좌표,1.14401E+18,새주소,서울특별시 마포구 방울내로 78,서울특별시 마포구 망원동 476-18,3964,1144070000,망원2동,1144012300,망원동
패밀리마트전포점,부산 부산진구  당감로 27-1 1층,부산 부산진구  당감로 27-1 1층,129.039341,35.1641687,정좌표,2.62301E+18,새주소,부산광역시 부산진구 당감로 27-1,부산광역시 부산진구 당감동 278-7,47180,2623070000,당감4동,2623010900,당감동
성명당,인천 미추홀구 한나루로 598-4,인천 미추홀구 한나루로 598-4,126.6726344,37.4594586,정좌표,2.81771E+18,새주소,인천광역시 미추홀구 한나루로 598-4,인천광역시 미추홀구 도화동 429-43,22138,2817760000,도화1동,2817710400,도화동
축복큰대운집,경기 파주시 중앙로 324 1층,경기 파주시 중앙로 324 1층,126.7745667,37.7644625,정좌표,4.14801E+18,새주소,경기도 파주시 중앙로 324,경기도 파주시 금촌동 44-7,10930,4148051000,금촌1동,4148010100,금촌동
금강안경원,전북 군산시 중앙로 186,전북 군산시 중앙로 186,126.710643,35.9878093,정좌표,5.21301E+18,새주소,전북특별자치도 군산시 중앙로 186,전북특별자치도 군산시 중앙로1가 9-8,54021,5213053000,월명동,5213011800,중앙로1가
행운하우스,전북 전주시 덕진구 송천4길 56-9,전북 전주시 덕진구 송천4길 56-9,127.1149848,35.8620664,정좌표,5.21131E+18,새주소,전북특별자치도 전주시 덕진구 송천4길 56-9,전북특별자치도 전주시 덕진구 송천동1가 626-84,54833,5211364200,송천2동,5211312100,송천동1가
대영당안경원,부산 동래구 충렬대로237번길 9,부산 동래구 충렬대로237번길 9,129.0851543,35.2019314,정좌표,2.62601E+18,새주소,부산광역시 동래구 충렬대로237번길 9,부산광역시 동래구 수안동 232,47814,2626051000,수민동,2626010600,수안동
아트슈퍼,부산 부산진구 가야대로 490,부산 부산진구 가야대로 490,129.0255887,35.1529193,정좌표,2.62301E+18,새주소,부산광역시 부산진구 가야대로 490,부산광역시 부산진구 개금동 184-7,47324,2623074000,개금1동,2623011100,개금동
로또왕대박,경기 화성시 와우안길 46 1층,경기 화성시 와우안길 46 1층,126.9795266,37.2101175,도로중심좌표,41590,새주소,경기도 화성시 와우안길 46,경기도 화성시,NULL,,,,
LH로또,전북 전주시 완산구 호암로 91,전북 전주시 완산구 호암로 91,127.1042604,35.8084856,정좌표,5.21111E+18,새주소,전북특별자치도 전주시 완산구 호암로 91,전북특별자치도 전주시 완산구 효자동2가 1316-4,55062,5211171400,효자4동,5211114100,효자동2가
명품로또,경북 구미시  신시로 10,경북 구미시  신시로 10,128.3395354,36.1087676,정좌표,4.71901E+18,새주소,경상북도 구미시 신시로 10,경상북도 구미시 형곡동 186-12,39315,4719058300,형곡2동,4719010900,형곡동
천하명당관악점,서울 관악구 보라매로2길 11,서울 관악구 보라매로2길 11,126.9286889,37.490089,정좌표,1.16201E+18,새주소,서울특별시 관악구 보라매로2길 11,서울특별시 관악구 봉천동 698-32,8722,1162052500,보라매동,1162010100,봉천동
CU(좌동중앙점),부산 해운대구  양운로 98 대하프라자1층 CU좌동중앙점,부산 해운대구  양운로 98 대하프라자1층 CU좌동중앙점,129.174822,35.1716108,정좌표,2.63501E+18,새주소,부산광역시 해운대구 양운로 98,부산광역시 해운대구 좌동 1461-4,48106,2635055100,좌1동,2635010700,좌동
빛고을로또,광주 광산구 소촌로 147 세븐일레븐,광주 광산구 소촌로 147 세븐일레븐,126.7918534,35.1573838,정좌표,2.92001E+18,새주소,광주광역시 광산구 소촌로 147,광주광역시 광산구 소촌동 832-1,62384,2920056500,어룡동,2920010800,소촌동
GS25(대전도룡점),대전 유성구  대덕대로 594 타워코리아나주상복,대전 유성구  대덕대로 594 타워코리아나주상복,127.3790127,36.3858582,정좌표,3.02001E+18,새주소,대전광역시 유성구 대덕대로 594,대전광역시 유성구 도룡동 385-16,34121,3020055000,신성동,3020012700,도룡동
천마산 쉼터 복권명당,경기 남양주시 묵현로 11-19 1층 2호,경기 남양주시 묵현로 11-19 1층 2호,127.2888904,37.6574108,정좌표,4.13603E+18,새주소,경기도 남양주시 화도읍 묵현로 11-19,경기도 남양주시 화도읍 묵현리 290-19,12168,4136025600,화도읍,4136025622,화도읍 묵현리
씨유 용인포곡둔전점,경기 용인시 처인구 포곡로118번길 26-1 103호,경기 용인시 처인구 포곡로118번길 26-1 103호,127.2115281,37.2644412,인근좌표,41461,새주소,경기도 용인시 처인구 포곡로 26-1,경기도 용인시 처인구,NULL,,,,
일등드림복권방,경기 화성시 경기동로 476,경기 화성시 경기동로 476,127.1227569,37.1522966,정좌표,4.15901E+18,새주소,경기도 화성시 경기동로 476,경기도 화성시 장지동 809-2,18510,4159062000,동탄8동,4159013600,장지동
로또천국,충북 충주시  충원대로 626 충주공영버스터미널1층 터미널매점,충북 충주시  충원대로 626 충주공영버스터미널1층 터미널매점,127.914654,36.9816895,정좌표,4.31301E+18,새주소,충청북도 충주시 충원대로 626,충청북도 충주시 칠금동 849,27360,4313062500,칠금.금릉동,4313011600,칠금동
수복권방,충남 천안시 서북구  한들1로 88 천안백석LH천년나무1단지아파트 상가동 103호,충남 천안시 서북구  한들1로 88 천안백석LH천년나무1단지아파트 상가동 103호,127.1184237,36.8300286,(무료버전 위치정밀도 제한)정좌표,44133,새주소,충청남도 천안시 서북구 한들1로 88,충청남도 천안시 서북구 백석동 1115,31092,4413356000,백석동,4413310300,백석동
GS25(천안장미점),충남 천안시 서북구  미라2길 22-4,충남 천안시 서북구  미라2길 22-4,127.1295906,36.8011837,정좌표,4.41331E+18,새주소,충청남도 천안시 서북구 미라2길 22-4,충청남도 천안시 서북구 쌍용동 1194,31155,4413353000,쌍용1동,4413310700,쌍용동
미니24시,인천 미추홀구 경인로 437,인천 미추홀구 경인로 437,126.6886736,37.458151,정좌표,2.81771E+18,새주소,인천광역시 미추홀구 경인로 437,인천광역시 미추홀구 주안동 1005-10,22141,2817767000,주안6동,2817710500,주안동
행복한삼남매,경기 양평군 강남로 689 1층,경기 양평군 강남로 689 1층,127.4570782,37.497186,정좌표,4.18303E+18,새주소,경기도 양평군 강상면 강남로 689,경기도 양평군 강상면 병산리 1057-3,12571,4183031000,강상면,4183031021,강상면 병산리
로또명당 중리점,경남 창원시 마산회원구  옥정1길 21 수미산장 1층,경남 창원시 마산회원구  옥정1길 21 수미산장 1층,128.5225011,35.2493491,정좌표,4.81273E+18,새주소,경상남도 창원시 마산회원구 내서읍 옥정1길 21,경상남도 창원시 마산회원구 내서읍 중리 398-4,51244,4812725000,내서읍,4812725025,내서읍 중리
로또수락산점,서울 노원구 동일로 1689 대덕하이베라스101호,서울 노원구 동일로 1689 대덕하이베라스101호,127.0549644,37.6791233,정좌표,1.13501E+18,새주소,서울특별시 노원구 동일로 1689,서울특별시 노원구 상계동 1262,1604,1135063000,상계1동,1135010500,상계동
관촌방,경기 이천시 경충대로 2934 식당내 복권,경기 이천시 경충대로 2934 식당내 복권,127.4185424,37.2945643,정좌표,4.15001E+18,새주소,경기도 이천시 경충대로 2934,경기도 이천시 사음동 192-1,17308,4150053000,관고동,4150011100,사음동
동행행운lotto방,경기 화성시  한절이1길 6-13,경기 화성시  한절이1길 6-13,126.9153462,37.117789,정좌표,41590,새주소,경기도 화성시 한절이1길 6-13,경기도 화성시,NULL,,,,
GS25(양산신평점),경남 양산시  신평중앙길 1 GS25,경남 양산시  신평중앙길 1 GS25,129.0866033,35.4910558,정좌표,4.83303E+18,새주소,경상남도 양산시 하북면 신평중앙길 1,경상남도 양산시 하북면 순지리 691-32,50502,4833034000,하북면,4833034021,하북면 순지리
서교동가판점,서울 마포구 양화로 115,서울 마포구 양화로 115,126.9194659,37.5541139,정좌표,1.14401E+18,새주소,서울특별시 마포구 양화로 115,서울특별시 마포구 서교동 374-1,4033,1144066000,서교동,1144012000,서교동
더드림,경기 안산시 상록구 예술대학로 226 상가2호,경기 안산시 상록구 예술대학로 226 상가2호,126.8431765,37.3359872,정좌표,4.12711E+18,새주소,경기도 안산시 상록구 예술대학로 226,경기도 안산시 상록구 월피동 506-16,15258,4127158000,월피동,4127110900,월피동
로또마트,경기 평택시 고덕여염10길 86 104호,경기 평택시 고덕여염10길 86 104호,127.0502454,37.0415678,정좌표,4.12201E+18,새주소,경기도 평택시 고덕여염10길 86,경기도 평택시 고덕동 2151-1,18014,4122066000,고덕동,4122012800,고덕동
서정천하명당,경기 평택시 송탄로 162-1 1층,경기 평택시 송탄로 162-1 1층,127.0593359,37.0582569,정좌표,4.12201E+18,새주소,경기도 평택시 송탄로 162-1,경기도 평택시 서정동 720,17781,4122051000,중앙동,4122010100,서정동
달성로또복권판매소,충남 아산시 온천대로 1432,충남 아산시 온천대로 1432,126.9971077,36.7827751,정좌표,4.42001E+18,새주소,충청남도 아산시 온천대로 1432,충청남도 아산시 온천동 233-6,31506,4420058000,온양2동,4420010100,온천동
동원마트,서울 강동구 풍성로 209,서울 강동구 풍성로 209,127.1350936,37.5293454,정좌표,1.17401E+18,새주소,서울특별시 강동구 풍성로 209,서울특별시 강동구 성내동 412-6,5376,1174066000,성내3동,1174010800,성내동
토큰박스(하나백화점앞),대구 북구 팔달로 177,대구 북구 팔달로 177,128.5696005,35.888798,정좌표,2.72301E+18,새주소,대구광역시 북구 팔달로 177,대구광역시 북구 노원동2가 386-5,41558,2723079000,노원동,2723010800,노원동2가
대광슈퍼,경기 군포시 고산로 679 미성프라자106호,경기 군포시 고산로 679 미성프라자106호,126.9339738,37.3710806,정좌표,4.14101E+18,새주소,경기도 군포시 고산로 679,경기도 군포시 산본동 1061-3,15802,4141055000,산본2동,4141010400,산본동
별내로또(픽미픽미아이스삼육대점),경기 남양주시  불암로 35 102호,경기 남양주시  불암로 35 102호,127.1115634,37.644369,정좌표,4.13601E+18,새주소,경기도 남양주시 불암로 35,경기도 남양주시 별내동 558-3,12100,4136057000,별내동,4136011100,별내동
왕대박복권전문점,강원 동해시 중앙로 234 이주민상가1층18호,강원 동해시 중앙로 234 이주민상가1층18호,129.115077,37.5214816,정좌표,5.11701E+18,새주소,강원특별자치도 동해시 중앙로 234,강원특별자치도 동해시 천곡동 856,25769,5117051000,천곡동,5117010100,천곡동
내복권방,서울 노원구 노원로1나길 5 1층,서울 노원구 노원로1나길 5 1층,127.0828731,37.6212542,정좌표,1.13501E+18,새주소,서울특별시 노원구 노원로1나길 5,서울특별시 노원구 공릉동 240-228,1826,1135060000,공릉2동,1135010300,공릉동
GS25(반포중앙점),서울 서초구  사평대로55길 37 1층,서울 서초구  사평대로55길 37 1층,127.0220248,37.5057028,정좌표,1.16501E+18,새주소,서울특별시 서초구 사평대로55길 37,서울특별시 서초구 반포동 739-35,6542,1165056000,반포1동,1165010700,반포동
홈플러스앞가로판매점,서울 양천구  등촌로 172 등촌빌딩,서울 양천구  등촌로 172 등촌빌딩,126.8625865,37.5450018,정좌표,1.14701E+18,새주소,서울특별시 양천구 등촌로 172,서울특별시 양천구 목동 657-21,7951,1147053000,목3동,1147010200,목동
문구뱅크,서울 은평구 서오릉로 71 문구뱅크,서울 은평구 서오릉로 71 문구뱅크,126.9221471,37.6068036,정좌표,1.13801E+18,새주소,서울특별시 은평구 서오릉로 71,서울특별시 은평구 역촌동 16-2,3404,1138062500,역촌동,1138010800,역촌동
복터졌네 대박로또,부산 사상구 광장로21번길 46,부산 사상구 광장로21번길 46,128.9797606,35.1651699,정좌표,2.65301E+18,새주소,부산광역시 사상구 광장로21번길 46,부산광역시 사상구 괘법동 521-1,46962,2653062000,괘법동,2653010400,괘법동
태수상사,대구 달서구 비슬로 2684 1층 복권방,대구 달서구 비슬로 2684 1층 복권방,128.5092377,35.8078147,정좌표,2.72901E+18,새주소,대구광역시 달서구 비슬로 2684,대구광역시 달서구 대곡동 2,42769,2729061500,진천동,2729012300,대곡동
파크애비뉴,경기 화성시 화성로 1215 가동 1호,경기 화성시 화성로 1215 가동 1호,126.8162891,37.2140412,(무료버전 위치정밀도 제한)정좌표,41590,새주소,경기도 화성시 화성로 1215,경기도 화성시 남양동 1098,18254,4159026200,남양읍,4159010100,남양동
Letsgo복권방,전북 전주시 완산구 평화로 190,전북 전주시 완산구 평화로 190,127.1367989,35.7934284,정좌표,5.21111E+18,새주소,전북특별자치도 전주시 완산구 평화로 190,전북특별자치도 전주시 완산구 평화동1가 741-3,55121,5211169100,평화1동,5211113200,평화동1가
다담,서울 동대문구 장한로18길 50,서울 동대문구 장한로18길 50,127.0717366,37.5675643,정좌표,1.12301E+18,새주소,서울특별시 동대문구 장한로18길 50,서울특별시 동대문구 장안동 349-1,2640,1123065000,장안1동,1123010600,장안동
로또또,경기 김포시 봉수대로 1704 102호,경기 김포시 봉수대로 1704 102호,126.6264693,37.6360153,도로중심좌표,41570,새주소,경기도 김포시 봉수대로 1704,경기도 김포시,NULL,,,,
위드미청주예체로점,충북 청주시 서원구 예체로19번길 3,충북 청주시 서원구 예체로19번길 3,127.4686054,36.6277734,정좌표,4.31121E+18,새주소,충청북도 청주시 서원구 예체로19번길 3,충청북도 청주시 서원구 개신동 436-11,28667,4311259000,성화.개신.죽림동,4311210900,개신동
평안당,서울 종로구 종로 219,서울 종로구 종로 219,127.0021959,37.5712229,정좌표,1.11102E+18,새주소,서울특별시 종로구 종로 219,서울특별시 종로구 종로5가 80-1,3126,1111063000,종로5.6가동,1111016300,종로5가
가온복권,인천 서구 서로3로 50 상가2동B215호(당하동 검단신도시 모아미래도 엘리트파크),인천 서구 서로3로 50 상가2동B215호(당하동 검단신도시 모아미래도 엘리트파크),126.7077025,37.5837106,정좌표,2.82601E+18,새주소,인천광역시 서구 서로3로 50,인천광역시 서구 당하동 1318-8,22871,2826074000,아라동,2826011400,당하동
돼지의꿈,광주 북구 경열로 212,광주 북구 경열로 212,126.9062961,35.1581916,정좌표,2.91701E+18,새주소,광주광역시 북구 경열로 212,광주광역시 북구 유동 10-38,61239,2917055500,중앙동,2917010200,유동
일주일행복로또(파장매표소),경기 수원시 장안구 파장로82번길 3,경기 수원시 장안구 파장로82번길 3,126.9918479,37.3068281,정좌표,4.11111E+18,새주소,경기도 수원시 장안구 파장로82번길 3,경기도 수원시 장안구 파장동 572-39,16349,4111156000,파장동,4111112900,파장동
플러스복권,경기 시흥시 큰솔로 42 102호,경기 시흥시 큰솔로 42 102호,126.7527234,37.3411682,정좌표,4.13901E+18,새주소,경기도 시흥시 큰솔로 42,경기도 시흥시 정왕동 1395-15,15060,4139059100,정왕1동,4139013200,정왕동
경일통신,경남 창원시 마산회원구 북성로 340,경남 창원시 마산회원구 북성로 340,128.5606014,35.2338186,정좌표,4.81271E+18,새주소,경상남도 창원시 마산회원구 북성로 340,경상남도 창원시 마산회원구 회성동 169-1,51306,4812755000,회성동,4812710700,회성동
농가마트,서울 양천구 중앙로 264 1층,서울 양천구 중앙로 264 1층,126.8532831,37.5199803,정좌표,1.14701E+18,새주소,서울특별시 양천구 중앙로 264,서울특별시 양천구 신정동 1031-8,8082,1147062000,신정1동,1147010100,신정동
왕대박로또,경기 이천시 덕평로 917 CU이천덕평,경기 이천시 덕평로 917 CU이천덕평,127.3628246,37.2396886,정좌표,4.15003E+18,새주소,경기도 이천시 마장면 덕평로 917,경기도 이천시 마장면 덕평리 333-7,17389,4150034000,마장면,4150034030,마장면 덕평리
주택복권2호점,경북 구미시 금오시장로 13 114호,경북 구미시 금오시장로 13 114호,128.3405877,36.1261144,정좌표,4.71901E+18,새주소,경상북도 구미시 금오시장로 13,경상북도 구미시 원평동 1028-2,39227,4719053500,원평동,4719010100,원평동
GS25(야탑프리아점),경기 성남시 분당구  야탑로 106 프리아오프스텔101호,경기 성남시 분당구  야탑로 106 프리아오프스텔101호,127.1305986,37.4095704,정좌표,4.11351E+18,새주소,경기도 성남시 분당구 야탑로 106,경기도 성남시 분당구 야탑동 514-4,13517,4113563000,야탑2동,4113510700,야탑동
행운복권편의점,경기 파주시 문향로 106,경기 파주시 문향로 106,126.7878744,37.8606361,정좌표,4.14803E+18,새주소,경기도 파주시 문산읍 문향로 106,경기도 파주시 문산읍 선유리 951-6,10814,4148025000,문산읍,4148025023,문산읍 선유리
금능마트,충북 충주시 후곡길 19 금능마트,충북 충주시 후곡길 19 금능마트,127.9307291,36.9929375,정좌표,4.31301E+18,새주소,충청북도 충주시 후곡길 19,충청북도 충주시 연수동 701-9,27341,4313063000,연수동,4313011800,연수동
양산노다지복권방,경남 양산시 북안남2길 52 복권판매점,경남 양산시 북안남2길 52 복권판매점,129.0378322,35.3482604,정좌표,4.83301E+18,새주소,경상남도 양산시 북안남2길 52,경상남도 양산시 북부동 701-1,50619,4833051000,중앙동,4833010400,북부동
GS25(구로제일점),서울 구로구  구일로4길 33 103호,서울 구로구  구일로4길 33 103호,126.8758067,37.4920304,정좌표,1.15301E+18,새주소,서울특별시 구로구 구일로4길 33,서울특별시 구로구 구로동 685-215,8324,1153052000,구로1동,1153010200,구로동
율암25시편의점,경기 화성시 시청로 822,경기 화성시 시청로 822,126.83129,37.1976283,도로중심좌표,41590,새주소,경기도 화성시 시청로 822,경기도 화성시,NULL,,,,
하나열쇠,부산 남구 용호로 179,부산 남구 용호로 179,129.1112342,35.1162709,정좌표,2.62901E+18,새주소,부산광역시 남구 용호로 179,부산광역시 남구 용호동 495-1,48587,2629058000,용호2동,2629010700,용호동
삼성포토랜드,인천 강화군 북문길 6,인천 강화군 북문길 6,126.484688,37.7475678,정좌표,2.87103E+18,새주소,인천광역시 강화군 강화읍 북문길 6,인천광역시 강화군 강화읍 관청리 465,23031,2871025000,강화읍,2871025022,강화읍 관청리
대박마트,인천 남동구 호구포로 219 세중프라자1층101-2호,인천 남동구 호구포로 219 세중프라자1층101-2호,126.7095769,37.4026161,정좌표,2.82001E+18,새주소,인천광역시 남동구 호구포로 219,인천광역시 남동구 논현동 647-2,21641,2820070000,논현2동,2820011000,논현동
서종복권판매점,경기 고양시 덕양구 고양대로1315번길 5 1층,경기 고양시 덕양구 고양대로1315번길 5 1층,126.8304343,37.6565944,정좌표,4.12811E+18,새주소,경기도 고양시 덕양구 고양대로1315번길 5,경기도 고양시 덕양구 주교동 211-3,10458,4128151000,주교동,4128110100,주교동
동행로또복권방,경기 광명시 시청로 142-1 101호(철산동),경기 광명시 시청로 142-1 101호(철산동),126.868908,37.4875765,정좌표,4.12101E+18,새주소,경기도 광명시 시청로 142-1,경기도 광명시 철산동 62-1,14226,4121060000,철산2동,4121010200,철산동
훼밀리슈퍼,경기 구리시 건원대로34번길 19 세신훼밀리타운102,경기 구리시 건원대로34번길 19 세신훼밀리타운102,127.1413591,37.6045114,정좌표,4.13101E+18,새주소,경기도 구리시 건원대로34번길 19,경기도 구리시 인창동 672-4,11921,4131052000,동구동,4131010300,인창동
해든복권나라,경기 부천시 소향로 239 대야하이빌투 106호,경기 부천시 소향로 239 대야하이빌투 106호,126.7743534,37.5008336,정좌표,4119,새주소,경기도 부천시 소향로 239,경기도 부천시,NULL,,,,
조례로또복권방,전남 순천시 봉화2길 58 조례로또복권방,전남 순천시 봉화2길 58 조례로또복권방,127.5181149,34.9583896,정좌표,4.61501E+18,새주소,전라남도 순천시 봉화2길 58,전라남도 순천시 조례동 1092-2,57946,4615066100,왕조1동,4615013300,조례동
버스판매소,서울 영등포구 영중로 2 1층(영등포동3가),서울 영등포구 영중로 2 1층(영등포동3가),126.9067475,37.516739,정좌표,1.15601E+18,새주소,서울특별시 영등포구 영중로 2,서울특별시 영등포구 영등포동3가 10-13,7304,1156053500,영등포동,1156010400,영등포동3가
가자세계주류(종로점),서울 종로구 수표로 112-1,서울 종로구 수표로 112-1,126.9893689,37.571312,정좌표,1.11101E+18,새주소,서울특별시 종로구 수표로 112-1,서울특별시 종로구 낙원동 175,3139,1111061500,종로1.2.3.4가동,1111013700,낙원동
신호 로또판매점,부산 강서구 신호산단2로 53-1 1층 103호,부산 강서구 신호산단2로 53-1 1층 103호,128.8776849,35.0842398,정좌표,2.64401E+18,새주소,부산광역시 강서구 신호산단2로 53-1,부산광역시 강서구 신호동 236-2,46759,2644056000,녹산동,2644011700,신호동
럭키복권,경기 김포시 김포대로 2231 1층,경기 김포시 김포대로 2231 1층,126.7008782,37.6336867,도로중심좌표,41570,새주소,경기도 김포시 김포대로 2231,경기도 김포시,NULL,,,,
쿠아안경원,경기 안산시 단원구 신각길 44 휴먼빌2차아파트상가102호,경기 안산시 단원구 신각길 44 휴먼빌2차아파트상가102호,126.7748155,37.3372903,정좌표,4.12731E+18,새주소,경기도 안산시 단원구 신각길 44,경기도 안산시 단원구 신길동 1447,15399,4127356500,신길동,4127310300,신길동
영화복권,경남 창원시 진해구 안청남로 14,경남 창원시 진해구 안청남로 14,128.8044757,35.1010632,정좌표,4.81292E+18,새주소,경상남도 창원시 진해구 안청남로 14,경상남도 창원시 진해구 안골동 352-7,51609,4812965000,웅동2동,4812916300,안골동
잠실나루역2번출구,서울 송파구 올림픽로37길 109 잠실나루역 2번출구,서울 송파구 올림픽로37길 109 잠실나루역 2번출구,127.1046381,37.5225678,정좌표,1.17101E+18,새주소,서울특별시 송파구 올림픽로37길 109,서울특별시 송파구 신천동 17-2,5507,1171069000,잠실4동,1171010200,신천동
동수슈퍼문구복권,인천 부평구 동수로 101,인천 부평구 동수로 101,126.7300102,37.4854261,정좌표,2.82371E+18,새주소,인천광역시 부평구 동수로 101,인천광역시 부평구 부평동 624-20,21426,2823756000,부평6동,2823710100,부평동
